award_year,category,prize,prize_share,laureate_id,laureate_type,full_name,birth_year,birth_city,birth_country,sex,organization_name,organization_city,organization_country,death_year,death_city,death_country
1917,Literature,The Nobel Prize in Literature 1917,2-Jan,586,Individual,Karl Adolph Gjellerup,1857,Roholte,Denmark,Male,null,null,null,1919,Klotzsche,Germany
1902,Medicine,The Nobel Prize in Physiology or Medicine 1902,1-Jan,294,Individual,Ronald Ross,1857,Almora,India,Male,University College,Liverpool,United Kingdom,1932,Putney Heath,United Kingdom
1927,Medicine,The Nobel Prize in Physiology or Medicine 1927,1-Jan,317,Individual,Julius Wagner-Jauregg,1857,Wels,Austria,Male,Vienna University,Vienna,Austria,1940,Vienna,Austria
1917,Literature,The Nobel Prize in Literature 1917,2-Jan,587,Individual,Henrik Pontoppidan,1857,Fredericia,Denmark,Male,null,null,null,1943,Ordrup,Denmark
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,2-Jan,323,Individual,Sir Charles Scott Sherrington,1857,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1952,Eastbourne,United Kingdom
1906,Peace,The Nobel Peace Prize 1906,1-Jan,470,Individual,Theodore Roosevelt,1858,"""New York, NY""",United States of America,Male,null,null,null,1919,"""Oyster Bay, NY""",United States of America
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,2-Jan,319,Individual,Christiaan Eijkman,1858,Nijkerk,Netherlands,Male,Utrecht University,Utrecht,Netherlands,1930,Utrecht,Netherlands
1909,Literature,The Nobel Prize in Literature 1909,1-Jan,579,Individual,Selma Ottilia Lovisa Lagerlöf,1858,Mårbacka,Sweden,Female,null,null,null,1940,Mårbacka,Sweden
1927,Peace,The Nobel Peace Prize 1927,2-Jan,493,Individual,Ludwig Quidde,1858,Bremen,Germany,Male,null,null,null,1941,Geneva,Switzerland
1918,Physics,The Nobel Prize in Physics 1918,1-Jan,23,Individual,Max Karl Ernst Ludwig Planck,1858,Kiel,Schleswig (Germany),Male,Berlin University,Berlin,Germany,1947,Göttingen,West Germany (Germany)
1903,Physics,The Nobel Prize in Physics 1903,4-Jan,5,Individual,Pierre Curie,1859,Paris,France,Male,École municipale de physique et de chimie industrielles (Municipal School of Industrial Physics and Chemistry),Paris,France,1906,Paris,France
1903,Chemistry,The Nobel Prize in Chemistry 1903,1-Jan,162,Individual,Svante August Arrhenius,1859,Vik,Sweden,Male,Stockholm University,Stockholm,Sweden,1927,Stockholm,Sweden
1916,Literature,The Nobel Prize in Literature 1916,1-Jan,585,Individual,Carl Gustaf Verner von Heidenstam,1859,Olshammar,Sweden,Male,null,null,null,1940,Övralid,Sweden
1927,Literature,The Nobel Prize in Literature 1927,1-Jan,600,Individual,Henri Bergson,1859,Paris,France,Male,null,null,null,1941,Paris,France
1920,Literature,The Nobel Prize in Literature 1920,1-Jan,589,Individual,Knut Pedersen Hamsun,1859,Lom,Norway,Male,null,null,null,1952,Grimstad,Norway
1903,Medicine,The Nobel Prize in Physiology or Medicine 1903,1-Jan,295,Individual,Niels Ryberg Finsen,1860,Thorshavn,Faroe Islands (Denmark),Male,Finsen Medical Light Institute,Copenhagen,Denmark,1904,Copenhagen,Denmark
1907,Chemistry,The Nobel Prize in Chemistry 1907,1-Jan,166,Individual,Eduard Buchner,1860,Munich,Bavaria (Germany),Male,Landwirtschaftliche Hochschule (Agricultural College),Berlin,Germany,1917,Focsani,Romania
1921,Peace,The Nobel Peace Prize 1921,2-Jan,485,Individual,Karl Hjalmar Branting,1860,Stockholm,Sweden,Male,null,null,null,1925,Stockholm,Sweden
1924,Medicine,The Nobel Prize in Physiology or Medicine 1924,1-Jan,315,Individual,Willem Einthoven,1860,Semarang,"""Java, Dutch East Indies (Indonesia)""",Male,Leiden University,Leiden,Netherlands,1927,Leiden,Netherlands
1931,Peace,The Nobel Peace Prize 1931,2-Jan,496,Individual,Jane Addams,1860,"""Cedarville, IL""",United States of America,Female,null,null,null,1935,"""Chicago, IL""",United States of America
1922,Peace,The Nobel Peace Prize 1922,1-Jan,487,Individual,Fridtjof Nansen,1861,Kristiania (Oslo),Norway,Male,null,null,null,1930,Oslo,Norway
1920,Physics,The Nobel Prize in Physics 1920,1-Jan,25,Individual,Charles Edouard Guillaume,1861,Fleurier,Switzerland,Male,Bureau International des Poids et Mesures (International Bureau of Weights and Measures),Sèvres,France,1938,Sèvres,France
1913,Literature,The Nobel Prize in Literature 1913,1-Jan,583,Individual,Rabindranath Tagore,1861,Calcutta,India,Male,null,null,null,1941,Calcutta,India
1929,Medicine,The Nobel Prize in Physiology or Medicine 1929,2-Jan,320,Individual,Sir Frederick Gowland Hopkins,1861,Eastbourne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1947,Cambridge,United Kingdom
1911,Medicine,The Nobel Prize in Physiology or Medicine 1911,1-Jan,305,Individual,Allvar Gullstrand,1862,Landskrona,Sweden,Male,Uppsala University,Uppsala,Sweden,1930,Stockholm,Sweden
1926,Peace,The Nobel Peace Prize 1926,2-Jan,490,Individual,Aristide Briand,1862,Nantes,France,Male,null,null,null,1932,Paris,France
1915,Physics,The Nobel Prize in Physics 1915,2-Jan,20,Individual,Sir William Henry Bragg,1862,Wigton,United Kingdom,Male,University College,London,United Kingdom,1942,London,United Kingdom
1912,Literature,The Nobel Prize in Literature 1912,1-Jan,582,Individual,Gerhart Johann Robert Hauptmann,1862,Bad Salzbrunn,Prussia (Germany),Male,null,null,null,1946,Agnetendorf (Jagniatków),Germany (Poland)
1905,Physics,The Nobel Prize in Physics 1905,1-Jan,9,Individual,Philipp Eduard Anton von Lenard,1862,Pressburg (Bratislava),Hungary (Slovakia),Male,Kiel University,Kiel,Germany,1947,Messelhausen,Germany
1931,Peace,The Nobel Peace Prize 1931,2-Jan,497,Individual,Nicholas Murray Butler,1862,"""Elizabeth, NJ""",United States of America,Male,Columbia University,"""New York, NY""",United States of America,1947,"""New York, NY""",United States of America
1911,Literature,The Nobel Prize in Literature 1911,1-Jan,581,Individual,Count Maurice (Mooris) Polidore Marie Bernhard Maeterlinck,1862,Ghent,Belgium,Male,null,null,null,1949,Nice,France
1934,Peace,The Nobel Peace Prize 1934,1-Jan,499,Individual,Arthur Henderson,1863,Glasgow,Scotland,Male,null,null,null,1935,London,United Kingdom
1925,Peace,The Nobel Peace Prize 1925,2-Jan,488,Individual,Sir Austen Chamberlain,1863,Birmingham,United Kingdom,Male,null,null,null,1937,London,United Kingdom
1911,Peace,The Nobel Peace Prize 1911,2-Jan,479,Individual,Alfred Hermann Fried,1864,Vienna,Austria,Male,null,null,null,1921,Vienna,Austria
1911,Physics,The Nobel Prize in Physics 1911,1-Jan,16,Individual,Wilhelm Wien,1864,Gaffken (Parusnoye),Prussia (Russia),Male,Würzburg University,Würzburg,Germany,1928,Munich,Germany
1931,Literature,The Nobel Prize in Literature 1931,1-Jan,604,Individual,Erik Axel Karlfeldt,1864,Karlbo,Sweden,Male,null,null,null,1931,Stockholm,Sweden
1920,Chemistry,The Nobel Prize in Chemistry 1920,1-Jan,178,Individual,Walther Hermann Nernst,1864,Briesen,Prussia (Germany),Male,Berlin University,Berlin,Germany,1941,Muskau,Germany
1937,Peace,The Nobel Peace Prize 1937,1-Jan,502,Individual,"""Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)""",1864,London,United Kingdom,Male,null,null,null,1958,Tunbridge Wells,United Kingdom
1925,Chemistry,The Nobel Prize in Chemistry 1925,1-Jan,182,Individual,Richard Adolf Zsigmondy,1865,Vienna,Austrian Empire (Austria),Male,Goettingen University,Göttingen,Germany,1929,Göttingen,Germany
1907,Literature,The Nobel Prize in Literature 1907,1-Jan,577,Individual,Rudyard Kipling,1865,Bombay,British India (India),Male,null,null,null,1936,London,United Kingdom
1923,Literature,The Nobel Prize in Literature 1923,1-Jan,593,Individual,William Butler Yeats,1865,Dublin,Ireland,Male,null,null,null,1939,Roquebrune-Cap-Martin,France
1929,Chemistry,The Nobel Prize in Chemistry 1929,2-Jan,186,Individual,Arthur Harden,1865,Manchester,United Kingdom,Male,London University,London,United Kingdom,1940,Bourne,United Kingdom
1902,Physics,The Nobel Prize in Physics 1902,2-Jan,3,Individual,Pieter Zeeman,1865,Zonnemaire,Netherlands,Male,Amsterdam University,Amsterdam,Netherlands,1943,Amsterdam,Netherlands
1925,Peace,The Nobel Peace Prize 1925,2-Jan,489,Individual,Charles Gates Dawes,1865,"""Marietta, OH""",United States of America,Male,null,null,null,1951,"""Evanston, IL""",United States of America
1946,Peace,The Nobel Peace Prize 1946,2-Jan,507,Individual,John Raleigh Mott,1865,"""Livingston Manor, NY""",United States of America,Male,null,null,null,1955,null,United States of America
1913,Chemistry,The Nobel Prize in Chemistry 1913,1-Jan,174,Individual,Alfred Werner,1866,Mulhouse,France,Male,University of Zurich,Zurich,Switzerland,1919,Zurich,Switzerland
1930,Peace,The Nobel Peace Prize 1930,1-Jan,495,Individual,Lars Olof Jonathan (Nathan) Söderblom,1866,Trönö,Sweden,Male,null,null,null,1931,Uppsala,Sweden
1928,Medicine,The Nobel Prize in Physiology or Medicine 1928,1-Jan,318,Individual,Charles Jules Henri Nicolle,1866,Rouen,France,Male,Institut Pasteur,Tunis,null,1936,Tunis,Tunisia
1915,Literature,The Nobel Prize in Literature 1915,1-Jan,584,Individual,Romain Rolland,1866,Clamecy,France,Male,null,null,null,1944,Vézelay,France
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,1-Jan,325,Individual,Thomas Hunt Morgan,1866,"""Lexington, KY""",United States of America,Male,California Institute of Technology (Caltech),"""Pasadena, CA""",United States of America,1945,"""Pasadena, CA""",United States of America
1922,Literature,The Nobel Prize in Literature 1922,1-Jan,592,Individual,Jacinto Benavente,1866,Madrid,Spain,Male,null,null,null,1954,Madrid,Spain
1924,Literature,The Nobel Prize in Literature 1924,1-Jan,594,Individual,Wladyslaw Stanislaw Reymont,1867,Kobiele Wielkie,Russian Empire (Poland),Male,null,null,null,1925,Warsaw,Poland
1926,Medicine,The Nobel Prize in Physiology or Medicine 1926,1-Jan,316,Individual,Johannes Andreas Grib Fibiger,1867,Silkeborg,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1928,Copenhagen,Denmark
1932,Literature,The Nobel Prize in Literature 1932,1-Jan,605,Individual,John Galsworthy,1867,Kingston Hill,United Kingdom,Male,null,null,null,1933,London,United Kingdom
1903,Physics,The Nobel Prize in Physics 1903,4-Jan,6,Individual,"""Marie Curie, née Sklodowska""",1867,Warsaw,Russian Empire (Poland),Female,null,null,null,1934,Sallanches,France
1911,Chemistry,The Nobel Prize in Chemistry 1911,1-Jan,6,Individual,"""Marie Curie, née Sklodowska""",1867,Warsaw,Russian Empire (Poland),Female,Sorbonne University,Paris,France,1934,Sallanches,France
1934,Literature,The Nobel Prize in Literature 1934,1-Jan,607,Individual,Luigi Pirandello,1867,"""Agrigento, Sicily""",Italy,Male,null,null,null,1936,Rome,Italy
1946,Peace,The Nobel Peace Prize 1946,2-Jan,506,Individual,Emily Greene Balch,1867,"""Jamaica Plain, MA (Boston)""",United States of America,Female,null,null,null,1961,"""Cambridge, MA""",United States of America
1914,Chemistry,The Nobel Prize in Chemistry 1914,1-Jan,175,Individual,Theodore William Richards,1868,"""Germantown, PA""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,1928,"""Cambridge, MA""",United States of America
1918,Chemistry,The Nobel Prize in Chemistry 1918,1-Jan,177,Individual,Fritz Haber,1868,Breslau (Wroclaw),Prussia (Poland),Male,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,1934,Basel,Switzerland
1930,Medicine,The Nobel Prize in Physiology or Medicine 1930,1-Jan,321,Individual,Karl Landsteiner,1868,Vienna,Austrian Empire (Austria),Male,Rockefeller Institute for Medical Research,"""New York, NY""",United States of America,1943,"""New York, NY""",United States of America
1923,Physics,The Nobel Prize in Physics 1923,1-Jan,28,Individual,Robert Andrews Millikan,1868,"""Morrison, IL""",United States of America,Male,California Institute of Technology (Caltech),"""Pasadena, CA""",United States of America,1953,"""San Marino, CA""",United States of America
1923,Chemistry,The Nobel Prize in Chemistry 1923,1-Jan,181,Individual,Fritz Pregl,1869,Laibach (Ljubljana),Austria-Hungary (Slovenia),Male,Graz University,Graz,Austria,1930,Graz,Austria
1912,Physics,The Nobel Prize in Physics 1912,1-Jan,17,Individual,Nils Gustaf Dalén,1869,Stenstorp,Sweden,Male,Swedish Gas-Accumulator Co.,Lidingö-Stockholm,Sweden,1937,Stockholm,Sweden
1921,Peace,The Nobel Peace Prize 1921,2-Jan,486,Individual,Christian Lous Lange,1869,Stavanger,Norway,Male,null,null,null,1938,Oslo,Norway
1935,Medicine,The Nobel Prize in Physiology or Medicine 1935,1-Jan,329,Individual,Hans Spemann,1869,Stuttgart,W&uuml;rttemberg (Germany),Male,University of Freiburg im Breisgau,Breisgau,Germany,1941,Freiburg im Breisgau,Germany
1947,Literature,The Nobel Prize in Literature 1947,1-Jan,618,Individual,André Paul Guillaume Gide,1869,Paris,France,Male,null,null,null,1951,Paris,France
1927,Physics,The Nobel Prize in Physics 1927,2-Jan,34,Individual,Charles Thomson Rees Wilson,1869,Glencorse,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1959,Carlops,Scotland
1926,Physics,The Nobel Prize in Physics 1926,1-Jan,32,Individual,Jean Baptiste Perrin,1870,Lille,France,Male,Sorbonne University,Paris,France,1942,"""New York, NY""",United States of America
1933,Literature,The Nobel Prize in Literature 1933,1-Jan,606,Individual,Ivan Alekseyevich Bunin,1870,Voronezh,Russia,Male,null,null,null,1953,Paris,France
1919,Medicine,The Nobel Prize in Physiology or Medicine 1919,1-Jan,309,Individual,Jules Bordet,1870,Soignies,Belgium,Male,Brussels University,Brussels,Belgium,1961,Brussels,Belgium
1912,Chemistry,The Nobel Prize in Chemistry 1912,2-Jan,172,Individual,Victor Grignard,1871,Cherbourg,France,Male,Nancy University,Nancy,France,1935,Lyon,France
1926,Literature,The Nobel Prize in Literature 1926,1-Jan,597,Individual,Grazia Deledda,1871,"""Nuoro, Sardinia""",Italy,Female,null,null,null,1936,Rome,Italy
1908,Chemistry,The Nobel Prize in Chemistry 1908,1-Jan,167,Individual,Ernest Rutherford,1871,Nelson,New Zealand,Male,Victoria University,Manchester,United Kingdom,1937,Cambridge,United Kingdom
1945,Peace,The Nobel Peace Prize 1945,1-Jan,505,Individual,Cordell Hull,1871,"""Olympus, TN""",United States of America,Male,null,null,null,1955,"""Bethesda, MD""",United States of America
1915,Chemistry,The Nobel Prize in Chemistry 1915,1-Jan,176,Individual,Richard Martin Willstätter,1872,Karlsruhe,Germany,Male,Munich University,Munich,Germany,1942,Locarno,Switzerland
1933,Peace,The Nobel Peace Prize 1933,1-Jan,498,Individual,Sir Norman Angell (Ralph Lane),1872,Holbeach,United Kingdom,Male,null,null,null,1967,Croydon,United Kingdom
1950,Literature,The Nobel Prize in Literature 1950,1-Jan,621,Individual,Earl (Bertrand Arthur William) Russell,1872,Trelleck,United Kingdom,Male,null,null,null,1970,Penrhyndeudraeth,United Kingdom
1912,Medicine,The Nobel Prize in Physiology or Medicine 1912,1-Jan,306,Individual,Alexis Carrel,1873,Sainte-Foy-lès-Lyon,France,Male,Rockefeller Institute for Medical Research,"""New York, NY""",United States of America,1944,Paris,France
1944,Literature,The Nobel Prize in Literature 1944,1-Jan,614,Individual,Johannes Vilhelm Jensen,1873,Farsø,Denmark,Male,null,null,null,1950,Copenhagen,Denmark
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,2-Jan,331,Individual,Otto Loewi,1873,Frankfurt-on-the-Main,Germany,Male,Graz University,Graz,Austria,1961,"""New York, NY""",United States of America
1929,Chemistry,The Nobel Prize in Chemistry 1929,2-Jan,187,Individual,Hans Karl August Simon von Euler-Chelpin,1873,Augsburg,Germany,Male,Stockholm University,Stockholm,Sweden,1964,Stockholm,Sweden
1909,Physics,The Nobel Prize in Physics 1909,2-Jan,13,Individual,Guglielmo Marconi,1874,Bologna,Italy,Male,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,1937,Rome,Italy
1931,Chemistry,The Nobel Prize in Chemistry 1931,2-Jan,189,Individual,Carl Bosch,1874,Cologne,Germany,Male,University of Heidelberg,Heidelberg,Germany,1940,Heidelberg,Germany
1920,Medicine,The Nobel Prize in Physiology or Medicine 1920,1-Jan,310,Individual,Schack August Steenberg Krogh,1874,Grenå,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1949,Copenhagen,Denmark
1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,2-Jan,348,Individual,Antonio Caetano de Abreu Freire Egas Moniz,1874,Avanca,Portugal,Male,University of Lisbon,Lisbon,Portugal,1955,Lisbon,Portugal
1919,Physics,The Nobel Prize in Physics 1919,1-Jan,24,Individual,Johannes Stark,1874,Schickenhof,Germany,Male,Greifswald University,Greifswald,Germany,1957,Traunstein,West Germany (Germany)
1953,Literature,The Nobel Prize in Literature 1953,1-Jan,624,Individual,Sir Winston Leonard Spencer Churchill,1874,Woodstock,United Kingdom,Male,null,null,null,1965,London,United Kingdom
1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,2-Jan,337,Individual,Joseph Erlanger,1874,"""San Francisco, CA""",United States of America,Male,Washington University,"""St. Louis, MO""",United States of America,1965,"""St. Louis, MO""",United States of America
1929,Literature,The Nobel Prize in Literature 1929,1-Jan,602,Individual,Thomas Mann,1875,Lübeck,Germany,Male,null,null,null,1955,Zurich,Switzerland
1952,Peace,The Nobel Peace Prize 1952,1-Jan,513,Individual,Albert Schweitzer,1875,Kaysersberg,Germany (France),Male,null,null,null,1965,Lambaréné,Gabon
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,2-Jan,330,Individual,Sir Henry Hallett Dale,1875,London,United Kingdom,Male,National Institute for Medical Research,London,United Kingdom,1968,Cambridge,United Kingdom
1923,Medicine,The Nobel Prize in Physiology or Medicine 1923,2-Jan,314,Individual,John James Rickard Macleod,1876,Cluny,Scotland,Male,University of Toronto,Toronto,Canada,1935,Aberdeen,Scotland
1914,Medicine,The Nobel Prize in Physiology or Medicine 1914,1-Jan,308,Individual,Robert Bárány,1876,Vienna,Austria,Male,Vienna University,Vienna,Austria,1936,Uppsala,Sweden
1950,Chemistry,The Nobel Prize in Chemistry 1950,2-Jan,210,Individual,Otto Paul Hermann Diels,1876,Hamburg,Germany,Male,Kiel University,Kiel,Federal Republic of Germany,1954,Kiel,West Germany (Germany)
1928,Chemistry,The Nobel Prize in Chemistry 1928,1-Jan,185,Individual,Adolf Otto Reinhold Windaus,1876,Berlin,Germany,Male,Goettingen University,Göttingen,Germany,1959,Göttingen,West Germany (Germany)
1917,Physics,The Nobel Prize in Physics 1917,1-Jan,22,Individual,Charles Glover Barkla,1877,Widnes,United Kingdom,Male,Edinburgh University,Edinburgh,United Kingdom,1944,Edinburgh,Scotland
1922,Chemistry,The Nobel Prize in Chemistry 1922,1-Jan,180,Individual,Francis William Aston,1877,Harborne,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,1945,Cambridge,United Kingdom
1921,Chemistry,The Nobel Prize in Chemistry 1921,1-Jan,179,Individual,Frederick Soddy,1877,Eastbourne,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1956,Brighton,United Kingdom
1927,Chemistry,The Nobel Prize in Chemistry 1927,1-Jan,184,Individual,Heinrich Otto Wieland,1877,Pforzheim,Germany,Male,Munich University,Munich,Germany,1957,Munich,West Germany (Germany)
1946,Literature,The Nobel Prize in Literature 1946,1-Jan,617,Individual,Hermann Hesse,1877,Calw,Germany,Male,null,null,null,1962,Montagnola,Switzerland
1926,Peace,The Nobel Peace Prize 1926,2-Jan,491,Individual,Gustav Stresemann,1878,Berlin,Germany,Male,null,null,null,1929,Berlin,Germany
1936,Peace,The Nobel Peace Prize 1936,1-Jan,501,Individual,Carlos Saavedra Lamas,1878,Buenos Aires,Argentina,Male,null,null,null,1959,Buenos Aires,Argentina
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,3-Jan,326,Individual,George Hoyt Whipple,1878,"""Ashland, NH""",United States of America,Male,University of Rochester,"""Rochester, NY""",United States of America,1976,"""Rochester, NY""",United States of America
1951,Peace,The Nobel Peace Prize 1951,1-Jan,512,Individual,Léon Jouhaux,1879,Paris,France,Male,null,null,null,1954,Paris,France
1921,Physics,The Nobel Prize in Physics 1921,1-Jan,26,Individual,Albert Einstein,1879,Ulm,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Physik,Berlin,Germany,1955,"""Princeton, NJ""",United States of America
1928,Physics,The Nobel Prize in Physics 1928,1-Jan,35,Individual,Owen Willans Richardson,1879,Dewsbury,United Kingdom,Male,London University,London,United Kingdom,1959,Alton,United Kingdom
1914,Physics,The Nobel Prize in Physics 1914,1-Jan,19,Individual,Max von Laue,1879,Pfaffendorf,Germany,Male,Frankfurt-on-the-Main University,Frankfurt-on-the-Main,Germany,1960,Berlin,West Germany (Germany)
1944,Chemistry,The Nobel Prize in Chemistry 1944,1-Jan,202,Individual,Otto Hahn,1879,Frankfurt-on-the-Main,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) für Chemie,Berlin-Dahlem,Germany,1968,Göttingen,West Germany (Germany)
1966,Medicine,The Nobel Prize in Physiology or Medicine 1966,2-Jan,383,Individual,Peyton Rous,1879,"""Baltimore, MD""",United States of America,Male,Rockefeller University,"""New York, NY""",United States of America,1972,"""New York, NY""",United States of America
1953,Peace,The Nobel Peace Prize 1953,1-Jan,514,Individual,George Catlett Marshall,1880,"""Uniontown, PA""",United States of America,Male,null,null,null,1959,"""Washington, DC""",United States of America
1949,Peace,The Nobel Peace Prize 1949,1-Jan,510,Individual,Lord (John) Boyd Orr of Brechin,1880,Kilmaurs,Scotland,Male,null,null,null,1971,Edzell,Scotland
1930,Chemistry,The Nobel Prize in Chemistry 1930,1-Jan,188,Individual,Hans Fischer,1881,Hoechst,Germany,Male,Technische Hochschule (Institute of Technology),Munich,Germany,1945,Munich,Germany
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,3-Jan,339,Individual,Sir Alexander Fleming,1881,Lochfield,Scotland,Male,London University,London,United Kingdom,1955,London,United Kingdom
1932,Chemistry,The Nobel Prize in Chemistry 1932,1-Jan,191,Individual,Irving Langmuir,1881,"""Brooklyn, NY""",United States of America,Male,General Electric Company,"""Schenectady, NY""",United States of America,1957,"""Falmouth, MA""",United States of America
1937,Physics,The Nobel Prize in Physics 1937,2-Jan,44,Individual,Clinton Joseph Davisson,1881,"""Bloomington, IL""",United States of America,Male,Bell Telephone Laboratories,"""New York, NY""",United States of America,1958,"""Charlottesville, VA""",United States of America
1956,Literature,The Nobel Prize in Literature 1956,1-Jan,627,Individual,Juan Ramón Jiménez,1881,Moguer,Spain,Male,null,null,null,1958,San Juan,Puerto Rico
1937,Literature,The Nobel Prize in Literature 1937,1-Jan,609,Individual,Roger Martin du Gard,1881,Neuilly-sur-Seine,France,Male,null,null,null,1958,Bellême,France
1953,Chemistry,The Nobel Prize in Chemistry 1953,1-Jan,216,Individual,Hermann Staudinger,1881,Worms,Germany,Male,University of Freiburg,Breisgau,Federal Republic of Germany,1965,Freiburg im Breisgau,West Germany (Germany)
1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,2-Jan,347,Individual,Walter Rudolf Hess,1881,Frauenfeld,Switzerland,Male,University of Zurich,Zurich,Switzerland,1973,Ascona,Switzerland
1928,Literature,The Nobel Prize in Literature 1928,1-Jan,601,Individual,Sigrid Undset,1882,Kalundborg,Denmark,Female,null,null,null,1949,Lillehammer,Norway
1946,Physics,The Nobel Prize in Physics 1946,1-Jan,51,Individual,Percy Williams Bridgman,1882,"""Cambridge, MA""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,1961,"""Randolph, NH""",United States of America
1925,Physics,The Nobel Prize in Physics 1925,2-Jan,30,Individual,James Franck,1882,Hamburg,Germany,Male,Goettingen University,Göttingen,Germany,1964,Göttingen,West Germany (Germany)
1954,Physics,The Nobel Prize in Physics 1954,2-Jan,61,Individual,Max Born,1882,Breslau (Wroclaw),Germany (Poland),Male,Edinburgh University,Edinburgh,United Kingdom,1970,Göttingen,West Germany (Germany)
1937,Chemistry,The Nobel Prize in Chemistry 1937,2-Jan,196,Individual,Walter Norman Haworth,1883,Chorley,United Kingdom,Male,Birmingham University,Birmingham,United Kingdom,1950,Birmingham,United Kingdom
1936,Physics,The Nobel Prize in Physics 1936,2-Jan,42,Individual,Victor Franz Hess,1883,Peggau,Austria,Male,Innsbruck University,Innsbruck,Austria,1964,"""Mount Verno, NY""",United States of America
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,1-Jan,322,Individual,Otto Heinrich Warburg,1883,Freiburg im Breisgau,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) für Biologie,Berlin-Dahlem,Germany,1970,West Berlin,West Germany (Germany)
1931,Chemistry,The Nobel Prize in Chemistry 1931,2-Jan,190,Individual,Friedrich Bergius,1884,"""Goldschmieden, near Breslau""",Germany (Poland),Male,University of Heidelberg,Heidelberg,Germany,1949,Buenos Aires,Argentina
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,2-Jan,312,Individual,Otto Fritz Meyerhof,1884,Hanover,Germany,Male,Kiel University,Kiel,Germany,1951,"""Philadelphia, PA""",United States of America
1936,Chemistry,The Nobel Prize in Chemistry 1936,1-Jan,195,Individual,Petrus (Peter) Josephus Wilhelmus Debye,1884,Maastricht,Netherlands,Male,Berlin University,Berlin,Germany,1966,"""Ithaca, NY""",United States of America
1926,Chemistry,The Nobel Prize in Chemistry 1926,1-Jan,183,Individual,The (Theodor) Svedberg,1884,Fleräng,Sweden,Male,Uppsala University,Uppsala,Sweden,1971,Örebro,Sweden
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,3-Jan,327,Individual,George Richards Minot,1885,"""Boston, MA""",United States of America,Male,Harvard University,"""Cambridge, MA""",United States of America,1950,"""Brookline, MA""",United States of America
1930,Literature,The Nobel Prize in Literature 1930,1-Jan,603,Individual,Sinclair Lewis,1885,"""Sauk Centre, MN""",United States of America,Male,null,null,null,1951,Rome,Italy
1922,Physics,The Nobel Prize in Physics 1922,1-Jan,27,Individual,Niels Henrik David Bohr,1885,Copenhagen,Denmark,Male,Copenhagen University,Copenhagen,Denmark,1962,Copenhagen,Denmark
1943,Chemistry,The Nobel Prize in Chemistry 1943,1-Jan,201,Individual,George de Hevesy,1885,Budapest,Austria-Hungary (Hungary),Male,Stockholm University,Stockholm,Sweden,1966,Freiburg im Breisgau,West Germany (Germany)
1952,Literature,The Nobel Prize in Literature 1952,1-Jan,623,Individual,François Mauriac,1885,Bordeaux,France,Male,null,null,null,1970,Paris,France
1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,3-Jan,349,Individual,Edward Calvin Kendall,1886,"""South Norwalk, CT""",United States of America,Male,Mayo Clinic,"""Rochester, MN""",United States of America,1972,"""Princeton, NJ""",United States of America
1947,Chemistry,The Nobel Prize in Chemistry 1947,1-Jan,207,Individual,Sir Robert Robinson,1886,"""Rufford, near Chesterfield""",United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1975,Great Missenden,United Kingdom
1922,Medicine,The Nobel Prize in Physiology or Medicine 1922,2-Jan,311,Individual,Archibald Vivian Hill,1886,Bristol,United Kingdom,Male,London University,London,United Kingdom,1977,Cambridge,United Kingdom
1924,Physics,The Nobel Prize in Physics 1924,1-Jan,29,Individual,Karl Manne Georg Siegbahn,1886,Lund,Sweden,Male,Uppsala University,Uppsala,Sweden,1978,Ängelholm,Sweden
